Temperature,avg_soh
20.68612118,44.10623837
20.69456045,35.99768452
20.74296783,39.1039286
20.74739773,71.1334484
20.76183036,33.3580731
20.76519326,81.1938306
20.76821673,63.9250173
20.78376702,61.01445967
20.80395166,72.19969532
20.82326473,79.93600631
20.82428549,50.28250154
20.83822213,92.2197943
20.84088896,39.9676394
20.84777797,43.74098394
20.85751488,52.43813359
20.8620489,66.17206657
20.86559823,66.46842122
20.87294735,39.60702834
20.88790034,50.69260239
20.9037107,52.35575666
20.90785667,31.85280406
20.90900558,67.2000782
20.91455684,54.76194924
20.91532165,89.40331724
20.94571244,49.14703638
20.94873781,66.38069749
20.9519824,57.27026002
20.95867139,45.00711909
20.97064967,56.78410152
20.9784212,29.84607835
20.98162716,77.42419305
20.98410525,67.34315006
20.99980718,35.9870632
21.00403997,67.77457426
21.00851378,89.95408232
21.01987072,59.0666877
21.0379004,54.13837294
21.06108124,56.78252183
21.0700527,76.68373168
21.07006984,39.21299332
21.07550843,71.45651293
21.07619046,34.95908644
21.08117167,42.33433604
21.13561166,54.94493247
21.15013384,77.54664397
21.15428825,54.04177715
21.16101217,93.20380297
21.16671706,39.85092043
21.18356948,39.92315665
21.18637611,52.56728819
21.20752333,42.0629832
21.20858966,32.51535466
21.21602456,74.76595349
21.2212742,76.70318274
21.22862075,82.43434089
21.23017706,82.03767858
21.23291065,72.74644263
21.23921797,60.88632061
21.24015334,59.65231025
21.24104475,66.31209174
21.2639416,67.92917075
21.26710827,29.43739128
21.27548678,53.43787949
21.28757884,31.3104269
21.28764707,60.35323778
21.32235029,77.12991617
21.32704212,67.27950384
21.32913101,35.60622218
21.3453498,89.13760602
21.35998529,67.21462197
21.39131223,41.85232504
21.4042334,59.24061493
21.40796367,79.19951264
21.4158884,68.1306141
21.42120005,40.04528762
21.45210073,37.38184665
21.45796617,60.87978608
21.47494072,79.1034923
21.49004156,78.68154488
21.49939593,90.85630601
21.51614091,33.29338535
21.52643434,53.00020146
21.53547401,79.35257515
21.5378951,61.46624733
21.54045965,86.89814454
21.54729474,39.73503706
21.55136113,37.93442772
21.55406091,85.46449092
21.55924827,82.90734271
21.57685087,48.32121096
21.59007876,87.78900814
21.59474171,89.23084193
21.61127515,61.03984205
21.61142315,72.61761022
21.61217674,45.36366425
21.61803849,88.1019223
21.6214596,47.4597222
21.62410863,54.9346258
21.63254688,78.9377407
21.64188316,84.14246239
21.64689895,58.59749265
21.65463631,73.50159169
21.65927957,68.06756535
21.65954773,77.15891637
21.68549541,79.75621645
21.69008911,47.34308827
21.6983943,41.91796509
21.70941755,52.05451667
21.71082723,35.04856395
21.71552861,73.1390667
21.72962158,60.7114674
21.73116831,55.37736102
21.7368801,86.63931266
21.73955556,35.00146768
21.74290998,86.29390736
21.74321553,71.39377448
21.74988033,43.45143483
21.7499871,57.97547957
21.75313481,48.37440458
21.75361227,78.66404467
21.76229097,47.2565785
21.76531611,86.49586091
21.76886345,58.90127929
21.7701791,66.0161818
21.78225084,65.27332967
21.78240885,73.69243165
21.79256545,46.9391683
21.79259202,52.99439057
21.80519126,82.10220969
21.81130008,92.11798473
21.81306436,90.60454035
21.82318806,35.06122531
21.84211135,29.75994982
21.85368303,40.78215184
21.86641388,53.82216975
21.87161356,36.70884323
21.87218649,84.75033509
21.87827305,35.83156188
21.8811552,84.03084508
21.88429737,93.26781528
21.88675319,61.71924189
21.89576201,55.85790461
21.91174052,50.61517241
21.91373407,46.16323058
21.91819296,49.60924069
21.93298668,74.45826661
21.93605655,90.83993701
21.93781313,60.5618847
21.93881633,37.99106417
21.94115455,60.11781738
21.95108548,70.50501917
21.95243899,76.27406827
21.96089006,66.24394113
21.96649853,34.92077632
21.9706959,40.42211498
21.97142538,72.42916923
21.9719223,73.38821184
21.97627668,36.07094615
21.9889397,67.85962361
21.99316178,80.02498417
21.99788217,45.83482393
22.01244903,43.76885301
22.02169353,54.52711203
22.0376787,58.01826854
22.03822022,31.19824961
22.08461281,71.6775819
22.08620671,50.77396742
22.09159543,77.66084921
22.09738275,71.94630641
22.09973379,41.39701244
22.117448,75.07890306
22.13149998,86.41845772
22.13199114,48.9886319
22.14410505,87.49761862
22.14626853,89.33064831
22.17612998,36.77530874
22.17876201,70.28252235
22.17960685,88.45728174
22.18915987,55.71872477
22.20539076,87.78754825
22.20849123,44.09764629
22.21254107,77.33704047
22.2226144,92.28797659
22.22400237,90.20764676
22.23205879,78.87853206
22.23888478,91.61053864
22.24070927,69.06757331
22.24407142,70.01793311
22.24731575,51.03528383
22.24847423,83.24636892
22.25221432,39.45325411
22.25637546,58.45825036
22.25856352,41.65697434
22.26659958,41.93058915
22.26877776,74.80334142
22.27942999,51.71915243
22.286631,55.95163424
22.30579072,33.44595376
22.32018277,64.24971936
22.32099268,42.108809
22.32335907,61.94605444
22.32382394,87.73643713
22.3364958,69.04053472
22.34501522,93.79505349
22.34514551,32.58813095
22.34565614,90.34801882
22.35473661,67.95688766
22.35691659,70.7600601
22.36982579,42.61108406
22.37955801,51.9491057
22.38569986,91.93482469
22.4119435,90.331784
22.41355775,93.73639727
22.41785178,29.04900867
22.41977636,94.76334982
22.43393217,48.86743807
22.45518187,53.53126436
22.45929901,52.82540041
22.47126648,31.84473496
22.47612539,64.01340932
22.47910084,47.15696798
22.48512615,39.134053
22.48972888,87.88509015
22.53121708,84.0809035
22.53438589,39.26422907
22.54048776,35.61848862
22.54181907,54.29437267
22.54423126,29.80230418
22.55280279,90.09902116
22.55575289,68.25493749
22.56044296,74.48271405
22.56385718,45.48322538
22.57347082,33.05994387
22.58057083,86.40925437
22.58406769,85.04456385
22.58469474,61.65363703
22.58628239,65.77666724
22.60253516,33.57608687
22.60581272,42.72814103
22.60625689,94.23809712
22.61889563,53.20173983
22.62548172,64.46176591
22.63080326,56.14495802
22.63954711,57.01077239
22.64978926,48.11819963
22.66149399,85.32204494
22.66981749,68.88011562
22.67097215,29.72827917
22.67344772,54.75399365
22.67691351,62.84333866
22.67797869,46.20425629
22.68862356,95.66775588
22.70557869,87.23609688
22.71349172,35.34955113
22.71451872,69.02030452
22.73375795,49.99509587
22.73385975,69.69943441
22.7384684,88.23485347
22.73954834,46.78044254
22.74170262,32.48794587
22.74905368,50.42585787
22.76339052,65.41160276
22.76783193,90.32835031
22.76908283,87.05671867
22.77248739,93.08778443
22.78358874,74.48045372
22.78477989,34.32989516
22.80134471,93.38476158
22.8127085,71.27779083
22.81617881,40.51307316
22.81640132,46.30765477
22.81807055,57.60092477
22.82256815,62.78330917
22.82751886,94.99420159
22.84189844,63.97470996
22.85297229,79.17154747
22.85348888,61.60147847
22.8537779,48.29389364
22.8594242,81.8475247
22.86821202,65.99438304
22.89619103,46.3513755
22.89906591,96.09282313
22.91316593,37.35601818
22.93267419,43.22273201
22.94592856,57.99580247
22.95358781,53.41373302
22.9594958,34.72947297
22.96481844,46.54324438
22.98175768,64.83734621
23.00181907,69.73879164
23.03330594,90.39616321
23.0399368,43.14082443
23.04120925,62.88460671
23.04175716,55.56089327
23.05740773,55.78640281
23.05911591,72.94569103
23.0614922,92.37936293
23.06434675,37.73023786
23.06450149,42.93905083
23.08014364,43.34101219
23.1043613,77.33782192
23.1240181,49.66716864
23.13583424,70.77194065
23.13896612,68.05885637
23.14692834,82.8185123
23.14745951,33.78247305
23.14994485,57.5781657
23.15194832,54.10945073
23.15236536,41.42593873
23.1536143,43.47937832
23.1648608,67.11769045
23.16587794,65.91396166
23.17339224,70.81856072
23.17523635,72.21471591
23.1858072,93.29092775
23.18779529,82.86042724
23.20115677,40.36788112
23.20353955,89.79746659
23.20829924,47.03324844
23.21277289,46.96653813
23.214854,44.26088794
23.22979645,49.98217294
23.23416854,64.59249774
23.24292882,31.62497536
23.25341602,62.36751297
23.25371148,82.91202569
23.25673933,84.34111824
23.28403862,55.98816117
23.31457014,74.62515092
23.32431109,30.34188381
23.32612334,65.49853935
23.32961385,41.57757203
23.33090255,54.89844299
23.34345808,38.76514718
23.35276107,31.03895095
23.35690762,50.72759921
23.36052642,52.95634244
23.37584308,81.36534098
23.38660081,72.2734099
23.38839765,64.10905868
23.39182474,82.53363106
23.39666187,43.77479108
23.39826346,86.21362734
23.40076238,49.90838506
23.40473032,61.11538803
23.41142452,48.30104656
23.41795775,76.356362
23.41963572,52.3350798
23.43235157,37.23407254
23.43470985,45.54504789
23.45395461,61.82911797
23.45413938,93.73388982
23.45441768,76.59187083
23.45758606,37.51744161
23.45982858,58.48514899
23.46019235,53.40793709
23.46110883,88.87120113
23.47387648,75.01927248
23.48136986,53.45957048
23.48410109,63.00088095
23.48765157,76.45578099
23.4897725,32.5039172
23.50161676,37.7326184
23.51218248,80.76776653
23.5169627,29.98138574
23.52259841,57.10496223
23.52299295,65.13685424
23.52455043,37.05285107
23.52525161,79.27778694
23.53016526,44.72550666
23.54094366,64.3105992
23.54862728,76.76620869
23.56997889,56.30899186
23.57562253,32.42411786
23.59107696,91.96838849
23.59336221,66.73111026
23.59449854,86.32365389
23.59662462,80.87804168
23.60119916,37.4205572
23.60518535,40.66692509
23.6159335,74.98889206
23.64172445,41.96059812
23.64438199,68.4219007
23.65734676,59.66108094
23.66673835,49.54621122
23.67742579,52.89029536
23.68275892,32.95447895
23.68554585,50.19872666
23.70226661,62.66855185
23.70478927,83.75916894
23.70547513,64.07755381
23.70601969,57.88387285
23.71311731,84.08563657
23.71910124,29.90921937
23.72522103,38.55032605
23.73823249,63.5457223
23.74230557,45.1240353
23.74583492,73.55503793
23.74976743,56.7207239
23.75654437,71.26904109
23.76411309,87.13719678
23.7648715,45.69972147
23.76968756,61.73165387
23.77921682,83.29285924
23.77959763,33.27989881
23.79251277,30.45846656
23.79371173,62.44466112
23.79381971,88.55844868
23.8053395,63.68173651
23.82689715,36.06159516
23.827961,39.35388897
23.8299007,50.01490408
23.84566813,40.68806372
23.84799643,40.55740844
23.85100185,36.80886008
23.85304628,40.0064855
23.85700042,49.83387217
23.86757951,70.42125648
23.86760554,67.9759019
23.87572009,59.35564609
23.87617299,74.72205805
23.87683425,79.8649202
23.88267009,61.66098879
23.88398873,47.61644472
23.89373188,72.42059864
23.89517913,86.38490576
23.90977052,34.06107265
23.91491475,36.83229422
23.92539485,58.39550316
23.93005578,94.33290139
23.93278565,75.6701248
23.94434881,58.62373662
23.95338161,74.34799564
23.9534309,39.8684444
23.95389063,57.11333701
23.95488371,70.12994082
23.95941571,57.0038588
23.97070285,31.5329696
23.9776439,31.61936086
23.98163125,68.41522325
23.9820982,76.49405258
23.98509681,36.44640246
23.99254233,34.62640607
24.0133079,54.67227698
24.01766708,29.77572071
24.01825075,84.80424626
24.0254586,54.85447567
24.03086931,53.96637135
24.0317027,70.56993974
24.04486119,51.02305094
24.04548104,47.52442281
24.046588,80.97701218
24.04980482,48.06666507
24.05439805,46.32363042
24.06427867,65.42211934
24.06514349,74.29133584
24.06564178,93.84649987
24.07356171,77.76689791
24.07737321,35.14297616
24.08401691,44.86275267
24.08551779,67.60012015
24.09387913,48.00709636
24.09760043,66.2800288
24.09804159,47.3021771
24.11526386,88.72057073
24.11612918,29.45369323
24.12057094,61.14670564
24.12072798,48.423933
24.12520122,77.41581755
24.12822871,40.53420007
24.13464088,82.06904452
24.1352697,75.62893164
24.1368635,83.86759791
24.14907689,68.78127001
24.15589138,63.07375437
24.15928091,55.50831968
24.16439143,72.1094015
24.1644096,91.84216895
24.18466518,54.50074318
24.18603547,50.48741509
24.19933602,60.79451026
24.20735213,74.37462912
24.22050911,41.77266842
24.23765082,78.24316615
24.24363358,54.82542453
24.24581144,31.86584891
24.24972206,82.64621226
24.26109841,50.86204251
24.26198707,68.36726584
24.26498999,77.67898699
24.27740665,53.11878823
24.27956222,76.60177337
24.30205186,83.47721913
24.30276862,52.13420764
24.30772008,70.84193696
24.31275743,60.06391088
24.31314106,51.39096895
24.32751608,33.91245575
24.32845629,57.83083276
24.32860419,52.01886104
24.32991417,70.44362895
24.33683127,61.59669295
24.34263702,42.47897187
24.34371516,57.82937934
24.3508965,78.77073248
24.35731244,58.69195375
24.3622544,44.732706
24.3727287,36.74488142
24.39126246,69.3687208
24.39525926,72.44101482
24.39809418,63.3115332
24.40965737,67.01769765
24.44386969,78.36528914
24.45195098,58.24782151
24.46348928,55.3924761
24.47025823,55.07622519
24.47775391,63.46053762
24.4837262,50.17903431
24.48389124,51.96152451
24.49922962,68.25251791
24.50412068,89.29608903
24.50555173,76.31238021
24.50705934,60.74100646
24.50830187,80.54869158
24.52352234,89.88861357
24.54733359,62.95543093
24.55132153,87.073024
24.5581852,55.25492858
24.55858976,78.68750602
24.58281015,39.30049998
24.58447214,62.07459277
24.58659657,68.62966343
24.58924411,86.34068552
24.59238663,46.10339072
24.5964171,83.10359987
24.60179304,65.05711087
24.61081401,65.47144284
24.62024488,49.71122939
24.62117857,50.28746478
24.63026217,30.51652832
24.6419937,83.45856271
24.64200374,44.94259737
24.64750611,75.4401999
24.64917144,96.36009041
24.66410855,40.91289628
24.66933693,47.13595124
24.67124869,89.60632467
24.67930827,81.65294827
24.68237713,35.7112945
24.68703436,78.81291528
24.68904492,41.07175687
24.691179,30.96535062
24.69669593,60.83421382
24.71190601,80.92123369
24.72115461,76.68445362
24.72553,55.37996308
24.73439673,35.47175578
24.74303138,56.3635208
24.74897691,36.65267379
24.75268145,93.58164274
24.75673824,41.80230569
24.76144322,87.81273567
24.76539711,85.07809392
24.77206992,86.87069566
24.77294391,38.7353708
24.78261525,40.09765522
24.78588309,36.14963454
24.79921025,87.44700616
24.80222423,95.56328496
24.80346356,31.84160439
24.80745765,84.46894834
24.81388882,83.6501023
24.81481601,60.86820413
24.82179259,69.18147123
24.82657556,93.22127709
24.83193718,29.42917683
24.83385005,60.0570906
24.83436514,90.63066865
24.85368593,57.15220293
24.86242547,69.28365642
24.8634773,73.63317887
24.8673937,52.19104069
24.86797122,58.4434584
24.87212844,53.45443377
24.87222965,83.73515884
24.87486521,76.14095279
24.87822704,84.78341466
24.87902197,65.92578827
24.88223925,40.46147139
24.88565969,64.82267906
24.89316353,67.54298855
24.90181101,78.63914971
24.90290197,63.39450534
24.9036981,48.99985094
24.90645622,54.53666221
24.91788552,91.17601868
24.92345075,72.01442156
24.92773865,55.26098344
24.93081127,38.89535505
24.93955526,47.4939848
24.95349839,53.49515912
24.95440502,77.17266075
24.96739342,34.37143985
24.96964544,74.41142393
24.97201991,43.23596121
24.9819873,86.04453084
24.98312771,68.52092681
24.99645703,46.68355846
25.00103532,52.57031131
25.00263979,53.12215393
25.00602738,53.5288482
25.0152301,73.8455208
25.01687753,37.38528237
25.01847836,30.26984364
25.03211135,58.34497703
25.03399922,49.33454415
25.03531579,44.02229452
25.0517631,76.51512903
25.07136534,47.80678557
25.07344097,72.27586549
25.07789524,79.74062306
25.07809167,34.15296775
25.09424811,59.18519107
25.09573889,48.17565843
25.09808329,49.1200157
25.10396854,66.23242613
25.10443244,50.06270728
25.10635788,72.02438931
25.10655824,59.98183712
25.11232946,47.54771122
25.11951522,32.46439137
25.12109728,65.12077025
25.1269421,37.77435709
25.13442919,86.87288493
25.14090579,75.13967089
25.14159188,97.01138033
25.14372411,88.9957399
25.1487807,96.61906275
25.16002075,73.69567389
25.16398498,40.8314918
25.17041734,77.48112862
25.17076209,46.20926614
25.18968918,39.0869058
25.19001739,85.74789282
25.19118997,36.59784959
25.20295846,78.03788196
25.20459588,50.86962733
25.21757334,31.91081491
25.21801223,59.30113978
25.21905736,79.59939152
25.23218274,87.73855606
25.24430035,81.89293202
25.24886844,42.59602655
25.25443851,49.93389746
25.25972943,82.36820236
25.27467055,36.01895361
25.28324962,77.62493928
25.28506562,73.31753779
25.29011367,34.9243144
25.29815185,86.33442945
25.29966315,54.6813409
25.30839925,65.98294803
25.32237207,75.79652065
25.33495359,68.02468626
25.33927755,66.75659138
25.34672169,40.71833912
25.35026082,61.78759023
25.37716819,61.10324352
25.37977634,40.52359803
25.38002696,76.90564308
25.38410946,82.1293402
25.38425941,58.52968908
25.39317595,81.38358251
25.40914679,77.67463135
25.40997778,33.82612982
25.41141995,92.30213161
25.41219876,62.24224239
25.41913314,36.13929917
25.42659071,43.39537733
25.42843581,34.35583427
25.42946503,37.28984677
25.43071942,65.43354794
25.44203443,69.70207359
25.44328795,51.27537977
25.44790341,56.32226111
25.46422451,60.44967444
25.476721,33.96221424
25.48060388,95.932409
25.48991577,55.89326756
25.50928148,49.97699605
25.52100552,80.46296709
25.52177969,48.03179547
25.52687753,77.98836217
25.52947227,45.35010159
25.54279853,59.1968075
25.56635205,66.41034966
25.5751304,60.79906278
25.59790184,72.65534145
25.60015663,85.27534298
25.61148752,78.21320433
25.61335158,66.29706171
25.61602403,60.28633534
25.61773848,30.35572243
25.62612251,79.84481275
25.62788227,80.95224714
25.6318979,62.75081847
25.64052207,88.10126457
25.66484837,89.99375344
25.66770452,76.09527142
25.68267666,74.39710959
25.70443123,68.34721626
25.70858457,75.85344829
25.71471547,58.2001196
25.71694234,43.27125429
25.72443917,33.04155661
25.73356843,89.94685943
25.73396506,61.38820185
25.74333729,74.38696634
25.75209453,81.92612785
25.75878996,47.21894626
25.76177436,54.36890955
25.77595342,52.7823311
25.79928196,60.26308235
25.80009113,42.31332223
25.80286991,73.47212997
25.82380421,48.94685257
25.83226104,92.15257085
25.84230488,65.32331622
25.84327336,60.53464332
25.84680412,75.87833512
25.85208111,75.55508434
25.8591967,32.69558655
25.86670832,51.10426292
25.87605709,38.2777647
25.88220778,67.04580056
25.88410436,41.70237394
25.888505,100
25.89790891,63.03681826
25.89947076,78.50140642
25.90510779,72.3991235
25.9167996,73.35514327
25.91924772,54.44276502
25.92275652,68.90074408
25.92340153,72.73802008
25.92370289,49.53492397
25.93304562,90.34313551
25.94790808,61.70680599
25.94853084,49.60518153
25.9524984,64.47054202
25.95317796,32.38560343
25.95549534,89.17790046
25.96024558,77.29221584
25.96794956,51.69504355
25.97044996,89.96368431
25.97192151,64.906282
25.97303728,61.38223624
25.97368097,54.01181637
25.97512492,29.13864429
25.98260585,87.92759864
25.98277388,95.30206589
25.98646133,34.86210171
25.98657854,53.40768458
25.98799802,86.64909055
25.98955392,85.07928992
25.99474073,45.14291525
26.00284599,68.04238542
26.00549523,81.99404314
26.00579828,62.53162043
26.0146151,91.56858423
26.03633665,39.99326394
26.03843844,96.37875183
26.04191404,88.30130379
26.04829708,53.42021432
26.05641846,36.3735294
26.06598314,60.28227942
26.06646854,53.08580165
26.08716437,83.6273148
26.09575164,89.96087766
26.11066886,94.11052976
26.11619457,53.81134163
26.11893976,90.22036454
26.11957067,79.18008663
26.12225909,84.77982514
26.12342363,69.88112649
26.12653961,39.84362183
26.1503538,43.58331797
26.15350453,48.40629547
26.16608066,61.52535861
26.16892956,77.89170784
26.17107366,94.24001967
26.19184491,62.75766897
26.1939458,84.01214437
26.19623432,56.16315015
26.1970225,40.41340187
26.2037659,70.08829677
26.20660967,30.19982055
26.21669725,86.82993545
26.21900357,87.11189412
26.21976599,51.05883027
26.23252389,48.62658451
26.24654298,31.94772063
26.24691842,91.10320761
26.25100103,45.78830573
26.26582619,29.76758669
26.26869831,56.67755493
26.27691878,37.80283489
26.30140253,42.73254131
26.30160919,59.75232606
26.30221132,32.34383323
26.30336883,86.34642938
26.30625266,43.32095486
26.31280665,52.66525769
26.31743608,39.97839302
26.32681175,50.40003862
26.32939115,46.6290725
26.33525133,93.86970589
26.33563326,59.35476794
26.33696157,76.15465445
