BatteryID,avg_voltage,avg_current,avg_temp,avg_soh,avg_ir
BAT0284,3.337772763,1.420955459,16.30143111,82.82421471,0.079803646
BAT0285,3.084082435,0.879287177,23.18779529,82.86042724,0.079773816
BAT0286,3.067950669,1.366447632,19.40165053,85.7229986,0.077649749
BAT0287,3.144453779,1.03881312,18.52659262,83.44456288,0.077634013
BAT0288,3.6969223,1.73532834,30.80413394,82.772972,0.080079806
BAT0289,4.114516105,1.731044241,22.66149399,85.32204494,0.080330473
BAT0290,3.596092114,1.216025597,26.73251941,84.79132217,0.078213298
BAT0291,4.011534579,1.026228664,24.76539711,85.07809392,0.075925624
BAT0292,3.535063944,1.043839695,27.38520414,82.76533755,0.078785368
BAT0293,3.850300255,1.708571789,25.38410946,82.1293402,0.080547052
BAT0294,3.878247285,0.992269224,18.58503888,83.96075694,0.083010834
BAT0295,3.208756447,0.813589061,29.9813341,83.91820676,0.077104084
BAT0296,3.433459271,0.627032513,22.53121708,84.0809035,0.078746857
BAT0297,3.764762588,1.200039681,17.21709051,85.20904544,0.078921193
BAT0298,3.08483593,1.223198148,22.8594242,81.8475247,0.082511611
BAT0299,3.433848225,1.761363066,32.50379895,84.15989037,0.079830117
BAT0300,3.64175936,0.831858045,29.25110871,82.32719672,0.078185347
BAT0301,4.195469392,1.071486911,23.25673933,84.34111824,0.081217391
BAT0302,3.569440275,1.712608608,23.25371148,82.91202569,0.079390723
BAT0303,3.979268109,1.735435416,23.39182474,82.53363106,0.077851225
BAT0304,3.518480742,1.076916614,35.38373992,82.52939337,0.078614453
BAT0305,3.955668867,1.188686035,26.90967726,81.81768397,0.083968084
BAT0306,3.714497762,0.954928836,27.15020824,83.28799605,0.081368418
BAT0307,4.06391453,1.898832318,30.15141727,82.28620099,0.08091552
BAT0308,3.493131063,0.677965649,26.1939458,84.01214437,0.080300213
BAT0309,3.725165304,1.900624135,23.70478927,83.75916894,0.081484298
BAT0310,3.756022417,1.525799678,24.01825075,84.80424626,0.081560472
BAT0311,3.50085953,1.297358229,24.6419937,83.45856271,0.081684338
BAT0312,3.173174452,0.548988591,24.81388882,83.6501023,0.08142969
BAT0313,3.112271288,1.213394288,28.63814772,84.35240228,0.083037597
BAT0314,3.020005861,1.111622158,25.25972943,82.36820236,0.081446209
BAT0315,4.048241117,0.741828218,28.66320039,81.4423471,0.079544122
BAT0316,3.283769895,1.484614405,24.5964171,83.10359987,0.080375154
BAT0317,3.253808099,1.956726361,25.39317595,81.38358251,0.077741963
BAT0318,3.883242481,1.343283217,15.00899658,85.49505211,0.085853634
BAT0319,3.384019336,1.572129915,29.58163837,84.1481567,0.083625509
BAT0320,3.607253631,0.602675679,26.73244238,84.97645941,0.080339859
BAT0321,3.195013278,1.126500494,29.99005055,82.7233035,0.08153631
BAT0322,4.151694866,0.674537728,10.51872311,83.61197373,0.080926247
BAT0323,4.02189768,1.419193753,35.44187352,81.99492948,0.085385094
BAT0324,4.036547548,1.907723237,24.30205186,83.47721913,0.079560246
BAT0325,3.488128498,1.492666599,30.54091408,81.26143791,0.082728952
BAT0326,3.914833456,0.615204572,19.80047036,80.20241376,0.082382944
BAT0327,3.172651386,1.031999307,28.06386953,81.71383194,0.084353677
BAT0328,3.010342803,1.325995069,19.73292218,81.15228374,0.082591982
BAT0329,3.023967519,1.104811634,21.8811552,84.03084508,0.079383582
BAT0330,3.703922085,1.750466016,34.57015677,84.01626985,0.082497764
BAT0331,3.546473886,1.722006507,24.046588,80.97701218,0.081155676
BAT0332,3.621618419,1.41774653,26.08716437,83.6273148,0.083359159
BAT0333,3.008955769,1.060186918,29.35033865,83.22353198,0.086168354
BAT0334,3.507223944,0.883004561,27.47840944,80.72359425,0.07992115
BAT0335,3.861681793,0.658811477,25.75209453,81.92612785,0.081899555
BAT0336,3.531232442,1.032346525,26.82480501,81.64351445,0.082494614
BAT0337,3.878663048,1.119758776,37.01707793,82.72518896,0.082936738
BAT0338,3.279622757,1.513734388,24.71190601,80.92123369,0.085280251
BAT0339,3.975770405,1.487239736,26.00549523,81.99404314,0.083552911
BAT0340,3.706117489,0.605162209,30.25327198,81.3763699,0.084831605
BAT0341,3.252915719,1.092888973,30.52762966,82.4475335,0.082848454
BAT0342,3.284064571,0.772668301,30.93515153,81.7474309,0.084659849
BAT0343,3.753636557,0.735219058,28.19365111,81.45372232,0.085855595
BAT0344,3.995927512,1.740953225,19.28497544,81.81945283,0.082935401
BAT0345,3.498753338,0.562872825,33.16715766,83.87514897,0.086062716
BAT0346,3.309960515,1.128774314,19.26827303,81.60979737,0.084704746
BAT0347,4.040413928,0.752305484,26.51317733,80.84465484,0.08679092
BAT0348,3.80312195,1.818995324,21.22862075,82.43434089,0.08439716
BAT0349,3.537702585,1.33556077,24.67930827,81.65294827,0.085662489
BAT0350,3.585480234,0.847070955,26.64381205,80.35704457,0.084918788
BAT0351,3.245107762,1.253640931,26.60678608,83.93011569,0.084907575
BAT0352,3.752163156,1.59722954,27.10960377,81.26799314,0.085717861
BAT0353,3.430491013,1.937177013,33.06855635,81.05570734,0.086373615
BAT0354,4.194774212,0.830669006,27.26767151,81.78636965,0.08290087
BAT0355,3.576220218,1.829272658,23.77921682,83.29285924,0.088367267
BAT0356,3.583062727,1.901456171,29.82043584,79.72126424,0.081880674
BAT0357,3.679022145,1.874630817,30.94735244,81.62345977,0.084330376
BAT0358,4.100107204,1.453121535,18.86196092,83.68493525,0.085611462
BAT0359,3.96098172,1.444730982,27.98700035,81.51107065,0.086724712
BAT0360,3.541356084,1.10481595,28.50586371,80.136973,0.089152345
BAT0361,3.862439119,1.628596823,23.51218248,80.76776653,0.082383417
BAT0362,3.703482599,1.296941028,31.87853407,81.42525536,0.085184612
BAT0363,3.590840458,1.516157107,24.24972206,82.64621226,0.082046333
BAT0364,3.230778927,1.142686856,25.62788227,80.95224714,0.086463244
BAT0365,3.556723516,1.597244696,24.13464088,82.06904452,0.087043367
BAT0366,3.294982304,1.736707276,25.07789524,79.74062306,0.089781591
BAT0367,4.09781058,0.719654385,19.51862457,79.9115845,0.08694127
BAT0368,3.402488176,1.749394573,17.79974559,80.77033573,0.08888805
BAT0369,4.142716817,1.310444798,32.97252532,82.39804418,0.088067674
BAT0370,3.639666348,1.766998864,20.76519326,81.1938306,0.086129504
BAT0371,3.757853254,1.14695256,20.04303825,81.45767371,0.084282079
BAT0372,3.651528533,1.068560728,14.23304943,81.5364494,0.087750005
BAT0373,3.15525674,1.872591099,21.80519126,82.10220969,0.084315796
BAT0374,3.450985463,0.876753901,18.38455103,80.51726473,0.089990414
BAT0375,3.118975335,1.766318488,33.2100758,81.39680012,0.087175876
BAT0376,3.747544853,1.226030859,30.04908545,79.96138677,0.089990355
BAT0377,3.536249034,1.271143164,21.55924827,82.90734271,0.086739571
BAT0378,3.933581966,0.962702422,36.26217903,79.82698872,0.088337702
BAT0379,3.264564577,1.359563301,29.90882743,79.79890494,0.088318698
BAT0380,3.19747927,0.987816794,23.37584308,81.36534098,0.087909912
BAT0381,3.487598677,0.558904121,12.50297143,81.12235994,0.087234681
BAT0382,4.11190246,0.907997908,36.45471286,80.82204037,0.088984912
BAT0383,3.852506178,0.509568565,18.05213767,81.09696582,0.086447673
BAT0384,3.50270835,1.967532181,16.77300627,79.62562464,0.085981129
BAT0385,3.620726604,1.948620815,30.11285216,82.03105742,0.090985654
BAT0386,3.101055613,1.092732946,37.19876203,81.22170754,0.090054336
BAT0387,4.181491076,1.592556282,31.92136409,81.70928595,0.088831783
