BatteryID,SOH,InternalResistance
BAT1328,50.75472575,0.181481352
BAT1329,50.72759921,0.182263398
BAT1330,51.50169355,0.181916758
BAT1331,51.71915243,0.18292597
BAT1332,50.48741509,0.182033754
BAT1333,50.86962733,0.184273483
BAT1334,50.94095764,0.183794627
BAT1335,48.13815788,0.185047095
BAT1336,48.86743807,0.181498118
BAT1337,49.83387217,0.183019319
BAT1338,49.95404692,0.183348555
BAT1339,49.37498545,0.184811294
BAT1340,51.02305094,0.182413558
BAT1341,50.04908088,0.185931308
BAT1342,50.00156732,0.186572831
BAT1343,48.99985094,0.182322255
BAT1344,50.19872666,0.183418254
BAT1345,47.54771122,0.183436137
BAT1346,49.87656271,0.189864772
BAT1347,50.25079703,0.1838402
BAT1348,50.15476918,0.188155251
BAT1349,48.40770831,0.182366736
BAT1350,50.0961479,0.183020698
BAT1351,48.91988399,0.183726791
BAT1352,49.1200157,0.183508621
BAT1353,50.5043358,0.184764203
BAT1354,51.87076862,0.183982444
BAT1355,49.98217294,0.183861317
BAT1356,48.9886319,0.187916944
BAT1357,49.97699605,0.188147587
BAT1358,50.50052892,0.187698593
BAT1359,50.52912061,0.186947998
BAT1360,52.54340603,0.186185486
BAT1361,48.94685257,0.185105939
BAT1362,49.93389746,0.184293685
BAT1363,51.10426292,0.187025991
BAT1364,51.05883027,0.184052739
BAT1365,47.61644472,0.184512158
BAT1366,49.40682971,0.188905827
BAT1367,51.16283546,0.190501298
BAT1368,52.43813359,0.18758659
BAT1369,50.17903431,0.189112914
BAT1370,49.10724862,0.186508303
BAT1371,48.423933,0.184424652
BAT1372,51.36551658,0.188424343
BAT1373,50.06270728,0.188438579
BAT1374,48.40629547,0.187543337
BAT1375,49.07657911,0.187015249
BAT1376,49.60924069,0.189524421
BAT1377,49.66716864,0.185728534
BAT1378,48.30104656,0.186252439
BAT1379,48.31521951,0.185883787
BAT1380,47.34715101,0.188169946
BAT1381,50.12514029,0.185924214
BAT1382,48.62658451,0.186831516
BAT1383,49.38131715,0.186888489
BAT1384,50.29297627,0.187878783
BAT1385,49.01998352,0.185525251
BAT1386,48.8032186,0.18877441
BAT1387,49.14703638,0.191194607
BAT1388,49.02339648,0.189070983
BAT1389,50.01490408,0.191982642
BAT1390,49.04174359,0.191667996
BAT1391,48.0114753,0.19065547
BAT1392,49.71122939,0.189349372
BAT1393,49.90838506,0.189345001
BAT1394,47.21894626,0.1909276
BAT1395,50.28250154,0.188716659
BAT1396,48.75990072,0.185834958
BAT1397,48.98604146,0.190684008
BAT1398,49.53492397,0.187537863
BAT1399,47.66895737,0.187975718
BAT1400,49.33454415,0.190000448
BAT1401,48.06666507,0.18990975
BAT1402,46.96653813,0.187375849
BAT1403,47.3021771,0.190630983
BAT1404,48.75819928,0.192332279
BAT1405,47.56661475,0.188243317
BAT1406,49.73730409,0.193144967
BAT1407,49.49763105,0.187579658
BAT1408,49.54621122,0.195034648
BAT1409,48.29389364,0.190077479
BAT1410,48.28681941,0.191291234
BAT1411,47.09347533,0.187315933
BAT1412,49.03223284,0.191075728
BAT1413,48.16692177,0.191756964
BAT1414,48.73499472,0.191227676
BAT1415,49.60518153,0.190373838
BAT1416,47.34308827,0.189706871
BAT1417,47.73086198,0.193961053
BAT1418,48.17565843,0.191861614
BAT1419,46.9391683,0.194981505
BAT1420,47.5371515,0.190947035
BAT1421,48.12262504,0.191230411
BAT1422,47.52442281,0.193831188
BAT1423,48.98425123,0.18905405
BAT1424,46.29393484,0.189973073
BAT1425,48.896535,0.19469497
BAT1426,48.21635083,0.190256132
BAT1427,46.91304133,0.189061898
BAT1428,46.59772643,0.196537054
BAT1429,45.54504789,0.190112365
BAT1430,46.68355846,0.193368239
BAT1431,48.65051206,0.19323817
BAT1432,47.38208376,0.187578743
BAT1433,48.52927386,0.192765366
BAT1434,46.78044254,0.194296826
BAT1435,48.11819963,0.194208619
BAT1436,46.6290725,0.195407041
BAT1437,46.30765477,0.192925017
BAT1438,47.13595124,0.195225009
BAT1439,46.29431115,0.192521342
BAT1440,45.69972147,0.191179065
BAT1441,47.03324844,0.191504543
BAT1442,47.2565785,0.191275779
BAT1443,48.30435284,0.196319172
BAT1444,48.00709636,0.191370853
BAT1445,48.37440458,0.195048078
BAT1446,47.61765866,0.194068152
BAT1447,47.23766667,0.194494703
BAT1448,45.83482393,0.197527215
BAT1449,47.34010058,0.194023145
BAT1450,47.46296158,0.196223203
BAT1451,48.32121096,0.195175127
BAT1452,47.48186981,0.194895962
BAT1453,48.21798901,0.199899938
BAT1454,45.60206475,0.192517317
BAT1455,46.53038398,0.198078264
BAT1456,47.12068289,0.196912813
BAT1457,47.80678557,0.19474095
BAT1458,46.58570325,0.199058637
BAT1459,46.54324438,0.19220378
BAT1460,47.16682002,0.194956467
BAT1461,45.35010159,0.193683036
BAT1462,48.06490266,0.197024167
BAT1463,45.44304867,0.194073872
BAT1464,44.68074175,0.197266128
BAT1465,46.34735867,0.196127127
BAT1466,48.03179547,0.195641292
BAT1467,47.10590989,0.197477294
BAT1468,47.25153514,0.196262757
BAT1469,46.32363042,0.19472273
BAT1470,46.02066043,0.202602746
BAT1471,44.732706,0.196125666
BAT1472,43.81149527,0.192764782
BAT1473,46.47532737,0.195615803
BAT1474,47.4939848,0.194865447
BAT1475,46.53926137,0.199152291
BAT1476,46.74346096,0.198243305
BAT1477,47.51706344,0.198497426
BAT1478,46.3513755,0.197059955
BAT1479,46.18726907,0.1973413
BAT1480,45.14291525,0.197258138
BAT1481,47.96871261,0.197937614
BAT1482,46.36423916,0.199870667
BAT1483,44.80574259,0.198972151
BAT1484,44.7629777,0.199400226
BAT1485,47.04702199,0.199499118
BAT1486,44.67211359,0.200368885
BAT1487,47.85515183,0.1992763
BAT1488,42.9620616,0.199517696
BAT1489,47.15696798,0.201277612
BAT1490,46.10339072,0.197669908
BAT1491,45.6899395,0.197388515
BAT1492,45.48322538,0.196828157
BAT1493,47.4597222,0.199665829
BAT1494,46.20926614,0.195692536
BAT1495,44.64862583,0.200424308
BAT1496,43.86228491,0.199381614
BAT1497,45.5913963,0.201969279
BAT1498,45.59587841,0.198456165
BAT1499,43.7637048,0.199493363
BAT1500,45.30839198,0.202244407
BAT1501,44.9505937,0.202866271
BAT1502,45.36366425,0.198839695
BAT1503,45.85746355,0.200663562
BAT1504,46.80537798,0.200988838
BAT1505,46.20425629,0.201247307
BAT1506,44.41838443,0.200074849
BAT1507,45.41011616,0.203262767
BAT1508,45.1240353,0.197020593
BAT1509,43.76885301,0.20005774
BAT1510,45.23710991,0.201895861
BAT1511,46.65708488,0.20201445
BAT1512,44.90354779,0.203905518
BAT1513,43.39537733,0.203696451
BAT1514,45.00711909,0.200828917
BAT1515,43.74098394,0.204099742
BAT1516,45.65527486,0.200171917
BAT1517,45.31298152,0.203561775
BAT1518,44.48218948,0.205421045
BAT1519,44.39531645,0.204329888
BAT1520,44.67100372,0.202211541
BAT1521,44.65340861,0.201436442
BAT1522,43.95589307,0.199142817
BAT1523,43.34101219,0.202921079
BAT1524,45.78830573,0.200169566
BAT1525,44.00610475,0.200913731
BAT1526,44.38295271,0.200218508
BAT1527,44.75373845,0.201779215
BAT1528,44.86275267,0.202744061
BAT1529,43.2220713,0.203447229
BAT1530,42.68554993,0.201798987
BAT1531,43.77479108,0.205238567
BAT1532,44.51828219,0.202783589
BAT1533,43.58331797,0.201724555
BAT1534,43.92489511,0.203852585
BAT1535,46.29805175,0.207427106
BAT1536,42.42397094,0.204270321
BAT1537,43.37606139,0.202974289
BAT1538,46.16323058,0.200745077
BAT1539,44.09764629,0.203461175
BAT1540,43.595871,0.204469856
BAT1541,45.20468434,0.203324838
BAT1542,43.99817216,0.200869231
BAT1543,43.63424422,0.202598869
BAT1544,44.08234006,0.207309077
BAT1545,43.23596121,0.207368002
BAT1546,42.84646217,0.202826722
BAT1547,43.88112407,0.206045514
BAT1548,42.93905083,0.202442854
BAT1549,43.7845951,0.207708633
BAT1550,44.09025574,0.205490472
BAT1551,44.72550666,0.206999283
BAT1552,44.94259737,0.201769813
BAT1553,43.41301968,0.206655274
BAT1554,44.26088794,0.205384652
BAT1555,44.10513906,0.207203858
BAT1556,43.89461397,0.207429736
BAT1557,43.02436977,0.205831569
BAT1558,42.59602655,0.204598341
BAT1559,44.02229452,0.207459392
BAT1560,41.91796509,0.205879691
BAT1561,43.20264319,0.20435443
BAT1562,40.91135277,0.204359696
BAT1563,41.97342233,0.203345671
BAT1564,42.61108406,0.205379418
BAT1565,44.72775584,0.208705384
BAT1566,43.90433802,0.20695566
BAT1567,42.72814103,0.205640465
BAT1568,44.10623837,0.208409712
BAT1569,44.05413224,0.205235047
BAT1570,43.14082443,0.207190701
BAT1571,41.67970571,0.206740739
BAT1572,42.85034781,0.208758261
BAT1573,42.92388122,0.204145543
BAT1574,41.99920825,0.205699605
BAT1575,43.31261849,0.204223509
BAT1576,43.32095486,0.207080807
BAT1577,43.47937832,0.210122855
BAT1578,43.27125429,0.206789106
BAT1579,43.78323852,0.206878632
BAT1580,42.59479454,0.209743449
BAT1581,43.08830825,0.210237099
BAT1582,42.50603193,0.208022858
BAT1583,42.34505295,0.20966943
BAT1584,43.95845574,0.206246091
BAT1585,40.78215184,0.211255949
BAT1586,43.40371751,0.212897413
BAT1587,42.108809,0.209742432
BAT1588,42.06168401,0.204631337
BAT1589,42.94202479,0.207783539
BAT1590,40.99615569,0.210225651
BAT1591,41.77266842,0.208257034
BAT1592,41.65697434,0.211744397
BAT1593,42.31332223,0.210476315
BAT1594,41.60116979,0.207987049
BAT1595,43.84996505,0.20956453
BAT1596,44.02729449,0.207812334
BAT1597,40.36788112,0.20933483
BAT1598,43.0445017,0.208690814
BAT1599,43.22273201,0.212249524
BAT1600,42.73254131,0.214232024
BAT1601,41.66694965,0.207237623
BAT1602,42.05615724,0.206353567
BAT1603,41.45333822,0.209809655
BAT1604,41.80230569,0.207363169
BAT1605,40.8314918,0.210592423
BAT1606,42.0629832,0.212097872
BAT1607,40.55740844,0.213688284
BAT1608,41.97716566,0.211202789
BAT1609,40.62594813,0.21051369
BAT1610,41.99860637,0.20704323
BAT1611,41.42323303,0.21115237
BAT1612,42.33818189,0.211342575
BAT1613,43.08672784,0.212577914
BAT1614,43.45143483,0.209983024
BAT1615,39.30049998,0.210629895
BAT1616,41.0291042,0.208643995
BAT1617,41.51129357,0.207117414
BAT1618,42.21451951,0.209583006
BAT1619,39.99326394,0.208759348
BAT1620,40.71833912,0.212673425
BAT1621,41.85232504,0.211063732
BAT1622,41.70237394,0.211123526
BAT1623,41.93058915,0.210331174
BAT1624,41.96059812,0.205934869
BAT1625,41.64279705,0.215516621
BAT1626,41.55666302,0.210599459
BAT1627,41.66948162,0.21187516
BAT1628,41.94890479,0.209890216
BAT1629,39.05818926,0.214843861
BAT1630,43.04425982,0.213286858
BAT1631,39.00930899,0.211447269
BAT1632,40.11835116,0.212415541
BAT1633,41.16311904,0.21665636
BAT1634,41.98982566,0.213254061
BAT1635,38.14571488,0.213136533
BAT1636,41.03116576,0.211717237
BAT1637,41.9092172,0.209910838
BAT1638,42.11343773,0.213479923
BAT1639,40.37479961,0.21455097
BAT1640,40.82737993,0.216199169
BAT1641,40.29542,0.209603007
BAT1642,40.45487876,0.211949807
BAT1643,40.0064855,0.213138518
BAT1644,40.09765522,0.214393038
BAT1645,41.47753874,0.214209933
BAT1646,40.88381752,0.214356623
BAT1647,41.19692232,0.215516192
BAT1648,41.07175687,0.212993414
BAT1649,41.34488062,0.216768283
BAT1650,41.57757203,0.215866905
BAT1651,38.91576506,0.214460335
BAT1652,39.864564,0.218401816
BAT1653,40.46147139,0.218412832
BAT1654,40.53420007,0.217265791
BAT1655,39.84362183,0.209462886
BAT1656,41.42593873,0.21875789
BAT1657,42.47897187,0.217289517
BAT1658,40.60562226,0.219812817
BAT1659,40.51307316,0.218374929
BAT1660,41.46376957,0.219156685
BAT1661,38.37357481,0.21785731
BAT1662,40.2186098,0.218897386
BAT1663,41.39608135,0.220288247
BAT1664,39.52029104,0.216833109
BAT1665,39.134053,0.213355539
BAT1666,39.97839302,0.215985078
BAT1667,40.07856837,0.217479891
BAT1668,39.35388897,0.216949775
BAT1669,42.33433604,0.214406876
BAT1670,39.73503706,0.213737865
BAT1671,39.04859339,0.215617675
BAT1672,39.9676394,0.218815479
BAT1673,40.91289628,0.22046068
BAT1674,40.04528762,0.219233135
BAT1675,40.30405969,0.219614855
BAT1676,38.92556345,0.217438369
BAT1677,41.39701244,0.214215835
BAT1678,40.41340187,0.216889559
BAT1679,40.77733064,0.217382471
BAT1680,40.17010658,0.217005895
BAT1681,40.52359803,0.21820939
BAT1682,38.83754398,0.21908284
BAT1683,39.19833072,0.22000603
BAT1684,41.11293614,0.21784376
BAT1685,41.1391007,0.214692481
BAT1686,38.36753119,0.217634245
BAT1687,39.92315665,0.218787421
BAT1688,39.0869058,0.221245616
BAT1689,38.80260616,0.217764384
BAT1690,39.8684444,0.220025087
BAT1691,40.52933999,0.219680176
BAT1692,39.65401592,0.219287801
BAT1693,39.21299332,0.221161067
BAT1694,40.04807986,0.218078318
BAT1695,38.96720242,0.218349627
BAT1696,39.71813173,0.219576198
BAT1697,40.68806372,0.218419707
BAT1698,36.97009569,0.220816025
BAT1699,40.2028103,0.218473615
BAT1700,37.56566725,0.220452608
BAT1701,40.42211498,0.219899654
BAT1702,38.33027575,0.220629852
BAT1703,37.64927954,0.219380517
BAT1704,39.85092043,0.219721823
BAT1705,39.45325411,0.220692019
BAT1706,37.99280437,0.221004149
BAT1707,37.73023786,0.220691596
BAT1708,38.7353708,0.224210725
BAT1709,37.77435709,0.218918526
BAT1710,38.03123074,0.220871592
BAT1711,38.89535505,0.217952742
BAT1712,37.93442772,0.221944163
BAT1713,39.26422907,0.219069507
BAT1714,40.04219287,0.220843379
BAT1715,38.67164114,0.220755871
BAT1716,38.73288875,0.222161782
BAT1717,40.66692509,0.220594418
BAT1718,37.4205572,0.220609389
BAT1719,39.72273696,0.224771713
BAT1720,39.61389375,0.222569134
BAT1721,39.35689175,0.220977898
BAT1722,39.63670307,0.221698333
BAT1723,38.76514718,0.22559071
BAT1724,37.99106417,0.22192967
BAT1725,39.56813544,0.221121447
BAT1726,39.60702834,0.221230008
BAT1727,39.23305891,0.221601747
BAT1728,38.23978298,0.221611005
BAT1729,37.72778407,0.220340704
BAT1730,38.53263122,0.2207516
BAT1731,39.17337003,0.221441359
BAT1732,39.12482209,0.224383142
BAT1733,37.68018976,0.222537525
BAT1734,38.55032605,0.222985677
BAT1735,36.74488142,0.226040176
BAT1736,39.03140337,0.226190014
BAT1737,37.28984677,0.22313575
BAT1738,39.03139402,0.222538273
BAT1739,36.80886008,0.222171139
BAT1740,39.1039286,0.225385552
BAT1741,38.2777647,0.223690586
BAT1742,36.87235285,0.22342701
BAT1743,38.5507719,0.222672671
BAT1744,37.23407254,0.222860667
BAT1745,38.46596573,0.225140116
BAT1746,37.49207905,0.221969123
BAT1747,36.02984441,0.226689737
BAT1748,36.69406563,0.223732311
BAT1749,36.97926668,0.224600728
BAT1750,39.15539673,0.222326044
BAT1751,38.40038358,0.225075268
BAT1752,39.30778606,0.224543358
BAT1753,39.20453023,0.225199839
BAT1754,37.02601788,0.228343418
BAT1755,37.35601818,0.225855396
BAT1756,37.05285107,0.224010682
BAT1757,36.59367516,0.22427736
BAT1758,35.53870961,0.226990262
BAT1759,37.54414822,0.228497387
BAT1760,36.01895361,0.226563836
BAT1761,37.38184665,0.227477425
BAT1762,39.57056397,0.227419475
BAT1763,36.83229422,0.229138129
BAT1764,37.51744161,0.22250082
BAT1765,37.81215509,0.227834438
BAT1766,37.45043677,0.228567472
BAT1767,37.56295002,0.224022553
BAT1768,36.77530874,0.225028664
BAT1769,36.74310577,0.225198435
BAT1770,35.93771101,0.22554242
BAT1771,37.9670073,0.226136566
BAT1772,35.49407079,0.227685206
BAT1773,37.68811354,0.229031349
BAT1774,35.41100837,0.229562634
BAT1775,37.94143346,0.225824354
BAT1776,36.43857057,0.225910594
BAT1777,35.85560084,0.230331644
