Cycle,avg_soh
603,73.33863721
604,72.42916923
605,72.69630817
606,74.00207244
607,75.61643685
608,72.82955198
609,73.69567389
610,72.74644263
611,72.20711492
612,72.61761022
613,70.91622312
614,74.39710959
615,70.81856072
616,72.73802008
617,72.02672373
618,72.20600422
619,74.16854394
620,73.1390667
621,72.07872883
622,72.28186634
623,71.90207122
624,72.69190643
625,72.86384838
626,74.76595349
627,70.90937273
628,72.41982589
629,72.2734099
630,73.55503793
631,72.78101414
632,73.12608547
633,72.78919457
634,71.3344665
635,73.69243165
636,73.12322972
637,73.31753779
638,73.63463996
639,72.59722715
640,73.76329482
641,72.6128074
642,71.80907469
643,72.21471591
644,72.19969532
645,71.64140768
646,73.83451516
647,72.12656174
648,72.17445389
649,72.42059864
650,74.98889206
651,70.77232814
652,70.93569407
653,70.36222219
654,71.6775819
655,72.1094015
656,71.24670854
657,71.26904109
658,71.6660463
659,71.08393646
660,71.83875968
661,72.61010003
662,72.07194306
663,72.3991235
664,72.68529063
665,71.69723307
666,71.39377448
667,70.7600601
668,70.95884127
669,70.70540318
670,72.02438931
671,71.54385627
672,71.82059422
673,70.08829677
674,72.28665019
675,70.72790547
676,70.19998483
677,70.5613706
678,73.49626218
679,70.57028517
680,70.66698028
681,70.84193696
682,70.8900623
683,70.12994082
684,71.1334484
685,71.94630641
686,71.00883032
687,69.56010285
688,70.35405215
689,70.24534107
690,70.71940393
691,71.88149195
692,70.50501917
693,70.44362895
694,72.27586549
695,71.45651293
696,70.95711783
697,72.44101482
698,70.84534155
699,68.49404251
700,71.27779083
701,68.62848699
702,70.77194065
703,68.39401846
704,69.73879164
705,69.88112649
706,69.32791339
707,69.99125048
708,71.26860482
709,69.47638373
710,70.48041518
711,69.06757331
712,69.5428301
713,70.28252235
714,68.90074408
715,68.42424315
716,70.07123984
717,70.76764513
718,69.63854724
719,69.17728694
720,69.74388611
721,69.68200627
722,70.01793311
723,67.2000782
724,68.52092681
725,68.78127001
726,69.69943441
727,69.53672772
728,70.01123421
729,69.70207359
730,67.96614722
731,70.9868441
732,70.56993974
733,68.1306141
734,69.80882973
735,68.62966343
736,69.3687208
737,70.05693357
738,71.27822806
739,69.92028082
740,69.12531626
741,68.56585286
742,69.07406063
743,70.42125648
744,69.00940674
745,68.05885637
746,67.15043184
747,69.19886711
748,68.94499067
749,68.25493749
750,69.91844593
751,68.34721626
752,68.70777763
753,68.66368118
754,68.36726584
755,68.88011562
756,69.87046383
757,67.29239727
758,69.04053472
759,68.79088784
760,68.84236804
761,69.28365642
762,68.31855711
763,68.6558796
764,69.02030452
765,67.85962361
766,68.53935536
767,68.12731465
768,68.08249449
769,67.77277753
770,68.46369039
771,68.25251791
772,68.41522325
773,68.06655721
774,66.46842122
775,67.9759019
776,68.02923059
777,68.06247682
778,67.34315006
779,66.45035114
780,68.4219007
781,67.54298855
782,67.92917075
783,67.73497056
784,67.53524516
785,67.060696
786,66.73111026
787,68.02468626
788,66.97353833
789,67.86202151
790,67.95688766
791,66.78596661
792,66.2887953
793,69.77187689
794,66.98002347
795,67.86799802
796,69.18147123
797,68.29748488
798,66.75343141
799,67.27950384
800,66.38069749
801,68.04238542
802,67.62273684
803,66.68069756
804,65.98294803
805,65.67499294
806,67.97363855
807,67.04580056
808,67.11769045
809,66.17206657
810,65.43354794
811,67.9099351
812,67.20179477
813,67.58376348
814,66.21136505
815,66.69130494
816,67.50972422
817,67.26727432
818,67.19381493
819,66.23242613
820,67.21462197
821,67.60012015
822,66.22674831
823,66.0161818
824,67.77457426
825,65.77666724
826,67.06645992
827,66.29706171
828,64.27135526
829,67.34819538
830,63.5457223
831,64.3105992
832,66.83589923
833,66.53553201
834,65.47144284
835,66.2800288
836,63.16588284
837,66.75011545
838,66.31209174
839,65.99438304
840,65.868658
841,66.41034966
842,65.98412535
843,63.92199458
844,68.06756535
845,66.76924671
846,64.33553407
847,65.41160276
848,65.24786716
849,66.75659138
850,63.35437876
851,65.08644684
852,63.9250173
853,65.27332967
854,64.88821079
855,65.49853935
856,64.83734621
857,64.65452286
858,65.99246283
859,65.62465877
860,66.01095262
861,65.12077025
862,64.50220739
863,65.05711087
864,65.68240041
865,62.98935733
866,65.3952315
867,65.42211934
868,65.05924364
869,64.78219579
870,62.20010221
871,64.49640095
872,66.66027714
873,64.906282
874,64.59249774
875,64.72132129
876,65.13685424
877,65.32331622
878,64.41016828
879,65.22894883
880,66.20865498
881,65.56073499
882,67.01769765
883,64.08957966
884,66.24394113
885,63.58976528
886,64.82267906
887,65.27888071
888,64.01340932
889,64.39942733
890,65.24357889
891,63.68173651
892,65.91396166
893,62.88460671
894,66.21109479
895,65.04947571
896,64.10905868
897,63.63413583
898,63.48888961
899,63.86865032
900,63.97470996
901,65.18143297
902,65.92578827
903,64.22378451
904,62.95741387
905,63.50365829
906,63.56699051
907,62.84333866
908,62.53162043
909,65.73651646
910,64.07755381
911,62.73075847
912,64.46176591
913,62.39165081
914,62.63807276
915,62.75081847
916,64.91040164
917,63.3850998
918,61.03984205
919,64.61076376
920,63.03681826
921,61.49188807
922,62.95557851
923,63.70915013
924,63.51754152
925,64.94113536
926,62.44466112
927,63.1264826
928,62.308855
929,61.59669295
930,64.05727349
931,63.41731974
932,63.3115332
933,63.55692732
934,62.24044375
935,61.94605444
936,62.95543093
937,64.04478902
938,64.47054202
939,63.45602166
940,62.78330917
941,62.8935461
942,62.66855185
943,61.61726721
944,62.62674079
945,61.34388888
946,62.34891896
947,64.24971936
948,63.27977111
949,61.51108883
950,62.18603333
951,61.66098879
952,62.36751297
953,63.39450534
954,63.00088095
955,64.74435507
956,63.58311363
957,62.6145607
958,63.00830492
959,61.83172253
960,60.83170919
961,63.46053762
962,63.07375437
963,61.78759023
964,62.1277057
965,63.2814525
966,62.75766897
967,60.36146323
968,62.13748585
969,61.70680599
970,62.85127126
971,63.08135703
972,63.01229732
973,60.7114674
974,61.17381398
975,62.73300958
976,60.94128052
977,60.06391088
978,62.0841629
979,60.82293228
980,63.1048392
981,61.66244738
982,61.5403808
983,61.10324352
984,63.11958744
985,61.73165387
986,61.01445967
987,60.27902263
988,61.14670564
989,60.28633534
990,62.24476287
991,59.30113978
992,60.81617963
993,61.71924189
994,61.38223624
995,60.35323778
996,61.81428764
997,60.11781738
998,60.86820413
999,61.60147847
1000,61.46624733
1001,60.35516974
1002,62.07459277
1003,61.06741148
1004,61.45699127
1005,62.24224239
1006,61.94842533
1007,61.82911797
1008,60.88632061
1009,61.42921642
1010,60.71451641
1011,59.56925088
1012,60.79906278
1013,60.79451026
1014,60.99704115
1015,60.28227942
1016,59.65231025
1017,61.11538803
1018,59.0666877
1019,61.61736078
1020,59.98183712
1021,60.21939302
1022,60.83421382
1023,60.87978608
1024,58.81950228
1025,61.11438076
1026,60.52435524
1027,59.35476794
1028,59.18251754
1029,59.73794406
1030,58.48457459
1031,61.65363703
1032,61.38820185
1033,60.08705538
1034,59.57680295
1035,59.66108094
1036,60.54730584
1037,61.73804048
1038,59.24061493
1039,58.62373662
1040,61.22715606
1041,57.82937934
1042,58.52968908
1043,59.35564609
1044,57.97547957
1045,60.53464332
1046,60.28792496
1047,58.96349185
1048,60.56666021
1049,60.74100646
1050,59.18519107
1051,58.70416475
1052,61.52535861
1053,59.81190181
1054,59.38482318
1055,60.5618847
1056,59.33053261
1057,58.72807289
1058,59.1968075
1059,60.0570906
1060,57.0038588
1061,58.69195375
1062,60.56237128
1063,58.45825036
1064,60.44967444
1065,60.26308235
1066,58.83766624
1067,58.05908597
1068,58.59917197
1069,61.31038697
1070,60.56361887
1071,58.90127929
1072,57.80664099
1073,58.77862506
1074,58.74376059
1075,57.1600519
1076,58.59749265
1077,59.60995689
1078,56.7207239
1079,59.14555009
1080,59.75232606
1081,57.83083276
1082,60.00136027
1083,57.52380389
1084,58.93478665
1085,57.82950322
1086,58.08449154
1087,57.39969276
1088,58.66494348
1089,59.09168648
1090,57.99580247
1091,56.73876031
1092,58.39550316
1093,58.48514899
1094,57.62490402
1095,59.58637945
1096,56.15485416
1097,55.71872477
1098,57.11333701
1099,58.64904972
1100,56.78410152
1101,56.70930137
1102,58.5162106
1103,58.2079884
1104,58.01826854
1105,58.4434584
1106,57.0527279
1107,57.27026002
1108,58.25444646
1109,56.14495802
1110,55.26098344
1111,56.86309136
1112,58.34497703
1113,57.60092477
1114,58.24782151
1115,55.25492858
1116,57.5781657
1117,57.88387285
1118,55.72610171
1119,57.91844511
1120,57.10496223
1121,60.17468488
1122,54.89844299
1123,58.29922647
1124,56.52908901
1125,55.3924761
1126,56.42827073
1127,57.3031731
1128,58.0307138
1129,58.74471953
1130,58.2001196
1131,55.6541152
1132,57.65464187
1133,57.06543863
1134,55.94694013
1135,56.58853616
1136,55.95163424
1137,56.78252183
1138,55.85790461
1139,55.50831968
1140,57.01077239
1141,57.33005846
1142,56.13241394
1143,57.86166331
1144,56.16315015
1145,55.86189602
1146,57.02156848
1147,56.48447531
1148,56.30899186
1149,53.57625293
1150,56.00368454
1151,54.50155096
1152,54.9072951
1153,54.75399365
1154,55.07622519
1155,55.19220188
1156,55.6955145
1157,56.67755493
1158,56.20241745
1159,53.90598
1160,55.89326756
1161,56.1670852
1162,55.56089327
1163,55.73333069
1164,55.98816117
1165,56.44682733
1166,54.10945073
1167,55.39037487
1168,57.15220293
1169,56.96927989
1170,56.3635208
1171,56.30036447
1172,57.11004846
1173,57.47043872
1174,55.37736102
1175,54.52711203
1176,54.99706705
1177,58.62951812
1178,53.49341039
1179,54.67560032
1180,53.81134163
1181,55.37996308
1182,53.98149204
1183,55.05097085
1184,53.0917867
1185,55.67323987
1186,56.32226111
1187,54.67227698
1188,54.82542453
1189,54.85447567
1190,54.96200633
1191,54.85219448
1192,56.02431499
1193,56.07607956
1194,54.01181637
1195,54.53666221
1196,55.78640281
1197,53.14353645
1198,52.5917135
1199,54.94493247
1200,55.15204575
1201,54.04729279
1202,54.20855788
1203,53.82216975
1204,53.50471675
1205,55.09971419
1206,53.28534273
1207,54.08904002
1208,53.46356402
1209,52.99439057
1210,55.14445467
1211,53.67190857
1212,54.44491788
1213,52.68510763
1214,53.3244108
1215,54.94128168
1216,56.69634831
1217,52.19104069
1218,54.04324227
1219,54.50074318
1220,53.43787949
1221,54.9346258
1222,53.11878823
1223,54.13837294
1224,53.40793709
1225,55.22404917
1226,53.08580165
1227,53.5288482
1228,54.76194924
1229,52.65711504
1230,53.61578615
1231,52.02378777
1232,52.56728819
1233,54.04177715
1234,52.73085346
1235,52.92550694
1236,53.96637135
1237,52.89029536
1238,54.54922067
1239,53.55570123
1240,53.98624756
1241,54.6813409
1242,53.64792034
1243,54.75286744
1244,54.27355602
1245,53.05108504
1246,54.44276502
1247,53.34480112
1248,52.66527499
1249,53.42021432
1250,54.29437267
1251,53.500971
1252,54.99749463
1253,54.03032866
1254,53.47262651
1255,51.81797154
1256,52.46939429
1257,52.85161348
1258,53.53126436
1259,53.45443377
1260,53.15436779
1261,53.00020146
1262,53.41373302
1263,51.9491057
1264,54.36890955
1265,50.69260239
1266,53.9664447
1267,52.57031131
1268,53.49515912
1269,52.95634244
1270,52.7823311
1271,52.96918486
1272,53.37017025
1273,52.05451667
1274,53.45957048
1275,51.31881561
1276,52.35575666
1277,53.20173983
1278,53.06305875
1279,52.66525769
1280,51.69504355
1281,52.99201169
1282,51.39096895
1283,53.85404274
1284,51.96152451
1285,50.40003862
1286,50.77396742
1287,52.1707176
1288,52.01886104
1289,53.65168455
1290,50.76550814
1291,51.79578816
1292,50.63809576
1293,51.27537977
1294,53.40768458
1295,50.61517241
1296,52.3350798
1297,51.93704139
1298,51.50869016
1299,52.13420764
1300,50.42585787
1301,53.12215393
1302,53.30814472
1303,51.61799107
1304,54.12168081
1305,51.03528383
1306,51.93969422
1307,52.82540041
1308,50.86204251
1309,49.99509587
1310,49.50822591
1311,53.16008953
1312,50.54216556
1313,50.91247445
1314,50.1769344
1315,51.96884401
1316,50.28746478
1317,50.38880431
1318,51.44381088
1319,50.00409017
1320,50.71961773
1321,52.18267585
1322,51.39551818
1323,51.00453054
1324,50.92324644
1325,50.47697715
1326,52.61341225
1327,50.03534044
1328,50.75472575
1329,50.72759921
1330,51.50169355
1331,51.71915243
1332,50.48741509
1333,50.86962733
1334,50.94095764
1335,48.13815788
1336,48.86743807
1337,49.83387217
1338,49.95404692
1339,49.37498545
1340,51.02305094
1341,50.04908088
1342,50.00156732
1343,48.99985094
1344,50.19872666
1345,47.54771122
1346,49.87656271
1347,50.25079703
1348,50.15476918
1349,48.40770831
1350,50.0961479
1351,48.91988399
1352,49.1200157
1353,50.5043358
1354,51.87076862
1355,49.98217294
1356,48.9886319
1357,49.97699605
1358,50.50052892
1359,50.52912061
1360,52.54340603
1361,48.94685257
1362,49.93389746
1363,51.10426292
1364,51.05883027
1365,47.61644472
1366,49.40682971
1367,51.16283546
1368,52.43813359
1369,50.17903431
1370,49.10724862
1371,48.423933
1372,51.36551658
1373,50.06270728
1374,48.40629547
1375,49.07657911
1376,49.60924069
1377,49.66716864
1378,48.30104656
1379,48.31521951
1380,47.34715101
1381,50.12514029
1382,48.62658451
1383,49.38131715
1384,50.29297627
1385,49.01998352
1386,48.8032186
1387,49.14703638
1388,49.02339648
1389,50.01490408
1390,49.04174359
1391,48.0114753
1392,49.71122939
1393,49.90838506
1394,47.21894626
1395,50.28250154
1396,48.75990072
1397,48.98604146
1398,49.53492397
1399,47.66895737
1400,49.33454415
1401,48.06666507
1402,46.96653813
1403,47.3021771
1404,48.75819928
1405,47.56661475
1406,49.73730409
1407,49.49763105
1408,49.54621122
1409,48.29389364
1410,48.28681941
1411,47.09347533
1412,49.03223284
1413,48.16692177
1414,48.73499472
1415,49.60518153
1416,47.34308827
1417,47.73086198
1418,48.17565843
1419,46.9391683
1420,47.5371515
1421,48.12262504
1422,47.52442281
1423,48.98425123
1424,46.29393484
1425,48.896535
1426,48.21635083
1427,46.91304133
1428,46.59772643
1429,45.54504789
1430,46.68355846
1431,48.65051206
1432,47.38208376
1433,48.52927386
1434,46.78044254
1435,48.11819963
1436,46.6290725
1437,46.30765477
1438,47.13595124
1439,46.29431115
1440,45.69972147
1441,47.03324844
1442,47.2565785
1443,48.30435284
1444,48.00709636
1445,48.37440458
1446,47.61765866
1447,47.23766667
1448,45.83482393
1449,47.34010058
1450,47.46296158
1451,48.32121096
1452,47.48186981
1453,48.21798901
1454,45.60206475
1455,46.53038398
1456,47.12068289
1457,47.80678557
1458,46.58570325
1459,46.54324438
1460,47.16682002
1461,45.35010159
1462,48.06490266
1463,45.44304867
1464,44.68074175
1465,46.34735867
1466,48.03179547
1467,47.10590989
1468,47.25153514
1469,46.32363042
1470,46.02066043
1471,44.732706
1472,43.81149527
1473,46.47532737
1474,47.4939848
1475,46.53926137
1476,46.74346096
1477,47.51706344
1478,46.3513755
1479,46.18726907
1480,45.14291525
1481,47.96871261
1482,46.36423916
1483,44.80574259
1484,44.7629777
1485,47.04702199
1486,44.67211359
1487,47.85515183
1488,42.9620616
1489,47.15696798
1490,46.10339072
1491,45.6899395
1492,45.48322538
1493,47.4597222
1494,46.20926614
1495,44.64862583
1496,43.86228491
1497,45.5913963
1498,45.59587841
1499,43.7637048
1500,45.30839198
1501,44.9505937
1502,45.36366425
1503,45.85746355
1504,46.80537798
1505,46.20425629
1506,44.41838443
1507,45.41011616
1508,45.1240353
1509,43.76885301
1510,45.23710991
1511,46.65708488
1512,44.90354779
1513,43.39537733
1514,45.00711909
1515,43.74098394
1516,45.65527486
1517,45.31298152
1518,44.48218948
1519,44.39531645
1520,44.67100372
1521,44.65340861
1522,43.95589307
1523,43.34101219
1524,45.78830573
1525,44.00610475
1526,44.38295271
1527,44.75373845
1528,44.86275267
1529,43.2220713
1530,42.68554993
1531,43.77479108
1532,44.51828219
1533,43.58331797
1534,43.92489511
1535,46.29805175
1536,42.42397094
1537,43.37606139
1538,46.16323058
1539,44.09764629
1540,43.595871
1541,45.20468434
1542,43.99817216
1543,43.63424422
1544,44.08234006
1545,43.23596121
1546,42.84646217
1547,43.88112407
1548,42.93905083
1549,43.7845951
1550,44.09025574
1551,44.72550666
1552,44.94259737
1553,43.41301968
1554,44.26088794
1555,44.10513906
1556,43.89461397
1557,43.02436977
1558,42.59602655
1559,44.02229452
1560,41.91796509
1561,43.20264319
1562,40.91135277
1563,41.97342233
1564,42.61108406
1565,44.72775584
1566,43.90433802
1567,42.72814103
1568,44.10623837
1569,44.05413224
1570,43.14082443
1571,41.67970571
1572,42.85034781
1573,42.92388122
1574,41.99920825
1575,43.31261849
1576,43.32095486
1577,43.47937832
1578,43.27125429
1579,43.78323852
1580,42.59479454
1581,43.08830825
1582,42.50603193
1583,42.34505295
1584,43.95845574
1585,40.78215184
1586,43.40371751
1587,42.108809
1588,42.06168401
1589,42.94202479
1590,40.99615569
1591,41.77266842
1592,41.65697434
1593,42.31332223
1594,41.60116979
1595,43.84996505
1596,44.02729449
1597,40.36788112
1598,43.0445017
1599,43.22273201
1600,42.73254131
1601,41.66694965
1602,42.05615724
1603,41.45333822
1604,41.80230569
1605,40.8314918
1606,42.0629832
1607,40.55740844
1608,41.97716566
1609,40.62594813
1610,41.99860637
1611,41.42323303
1612,42.33818189
1613,43.08672784
1614,43.45143483
1615,39.30049998
1616,41.0291042
1617,41.51129357
1618,42.21451951
1619,39.99326394
1620,40.71833912
1621,41.85232504
1622,41.70237394
1623,41.93058915
1624,41.96059812
1625,41.64279705
1626,41.55666302
1627,41.66948162
1628,41.94890479
1629,39.05818926
1630,43.04425982
1631,39.00930899
1632,40.11835116
1633,41.16311904
1634,41.98982566
1635,38.14571488
1636,41.03116576
1637,41.9092172
1638,42.11343773
1639,40.37479961
1640,40.82737993
1641,40.29542
1642,40.45487876
1643,40.0064855
1644,40.09765522
1645,41.47753874
1646,40.88381752
1647,41.19692232
1648,41.07175687
1649,41.34488062
1650,41.57757203
1651,38.91576506
1652,39.864564
1653,40.46147139
1654,40.53420007
1655,39.84362183
1656,41.42593873
1657,42.47897187
1658,40.60562226
1659,40.51307316
1660,41.46376957
1661,38.37357481
1662,40.2186098
1663,41.39608135
1664,39.52029104
1665,39.134053
1666,39.97839302
1667,40.07856837
